"","Sample","Experiment","Experiment.Title","Organism.Name","Instrument","Submitter","Study.Accession","Study.Title","Total.Size..Mb","Total.RUNs","Total.Spots","Total.Bases","Library.Strategy","Library.Source","Library.Selection","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","download_path","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","BioSample","SampleType","TaxID","ScientificName","SampleName","Tumor","CenterName","Submission","Consent","RunHash","ReadHash"
"32","SRS1219092","SRX1497366","GSM1978249: ATAC-seq Acinar2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",8624.09,2,264756640,23336740156,"OTHER","GENOMIC","other","SRR3048052","2015-12-27 19:52:05","2015-12-22 14:41:01",90371982,9037198200,90371982,100,3162,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048052","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362228","simple",9606,"Homo sapiens","GSM1978249","no","GEO","SRA321280","public","CE452890829B2E5733D97577D40C9BA6","BEA5D76D025929D1B4A3AABABB0C8F50"
"33","SRS1219092","SRX1497366","GSM1978249: ATAC-seq Acinar2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",8624.09,2,264756640,23336740156,"OTHER","GENOMIC","other","SRR3048051","2015-12-27 19:52:05","2015-12-22 15:20:59",174384658,14299541956,174384658,82,5461,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048051","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362228","simple",9606,"Homo sapiens","GSM1978249","no","GEO","SRA321280","public","1846DFF66D84F1E1DB1EC87589D1855D","099C2D59F1F7FC65E9A1318BE25427D0"
"34","SRS1219093","SRX1497365","GSM1978248: ATAC-seq Beta3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6281.32,2,189997061,16813363910,"OTHER","GENOMIC","other","SRR3048049","2015-12-27 19:52:05","2015-12-22 15:02:50",121463455,9960003310,121463455,82,3826,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048049","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362227","simple",9606,"Homo sapiens","GSM1978248","no","GEO","SRA321280","public","9CEE50166C69DD706B779617028B0750","2F43942DBBC17879324DDA4C902A0654"
"35","SRS1219093","SRX1497365","GSM1978248: ATAC-seq Beta3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6281.32,2,189997061,16813363910,"OTHER","GENOMIC","other","SRR3048050","2015-12-27 19:52:05","2015-12-22 14:35:45",68533606,6853360600,68533606,100,2455,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048050","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362227","simple",9606,"Homo sapiens","GSM1978248","no","GEO","SRA321280","public","13116DD36B8C46F8C5A161F38F510200","425E34C8B25C94CE6633D2211571C592"
"36","SRS1219094","SRX1497364","GSM1978247: ATAC-seq Beta2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",7362.39,2,222041068,19656400462,"OTHER","GENOMIC","other","SRR3048048","2015-12-27 19:52:05","2015-12-22 14:39:44",80501827,8050182700,80501827,100,2920,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048048","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362226","simple",9606,"Homo sapiens","GSM1978247","no","GEO","SRA321280","public","CE6B99B8AA877BBBA6D4642EF8914C05","8ACE24E36523635B42FFEF1291B86A27"
"37","SRS1219094","SRX1497364","GSM1978247: ATAC-seq Beta2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",7362.39,2,222041068,19656400462,"OTHER","GENOMIC","other","SRR3048047","2015-12-27 19:52:05","2015-12-22 15:03:10",141539241,11606217762,141539241,82,4441,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048047","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362226","simple",9606,"Homo sapiens","GSM1978247","no","GEO","SRA321280","public","9ED73DF840ED23D7DDAB700728C7DCF2","17306B430DD0A9B580CFE47B9A2B6532"
"38","SRS1219095","SRX1497363","GSM1978246: ATAC-seq Beta1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6786.2,2,203943635,18065076668,"OTHER","GENOMIC","other","SRR3048045","2015-12-27 19:52:05","2015-12-22 15:00:32",129404824,10611195568,129404824,82,4064,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048045","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362225","simple",9606,"Homo sapiens","GSM1978246","no","GEO","SRA321280","public","A4B5A2A27E17EB99ADD09E3B435A7EAB","FDAE8B13F0E5B8945864FDFC80D84584"
"39","SRS1219095","SRX1497363","GSM1978246: ATAC-seq Beta1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6786.2,2,203943635,18065076668,"OTHER","GENOMIC","other","SRR3048046","2015-12-27 19:52:05","2015-12-22 14:42:33",74538811,7453881100,74538811,100,2721,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048046","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362225","simple",9606,"Homo sapiens","GSM1978246","no","GEO","SRA321280","public","01D15E7A6927CF3D4AE108FFC13072D6","AF6465F47723FB32DE005410F79E637A"
"40","SRS1219096","SRX1497362","GSM1978245: ATAC-seq Alpha3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",5254.67,2,160068908,14144169638,"OTHER","GENOMIC","other","SRR3048043","2015-12-27 19:52:05","2015-12-22 14:46:22",103484509,8485729738,103484509,82,3242,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048043","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362224","simple",9606,"Homo sapiens","GSM1978245","no","GEO","SRA321280","public","9C4D7303867402CA48C46403FDBE0D01","BABD0907F70169F286595E6263BEC719"
"41","SRS1219096","SRX1497362","GSM1978245: ATAC-seq Alpha3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",5254.67,2,160068908,14144169638,"OTHER","GENOMIC","other","SRR3048044","2015-12-27 19:52:05","2015-12-22 14:31:26",56584399,5658439900,56584399,100,2012,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048044","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362224","simple",9606,"Homo sapiens","GSM1978245","no","GEO","SRA321280","public","8DD492AED3DA1DA78E68E4E63F7FC543","8027A69C1F28A72B6A9165AACEABBDEC"
"42","SRS1219097","SRX1497361","GSM1978244: ATAC-seq Alpha2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6119.92,2,183005889,16226692026,"OTHER","GENOMIC","other","SRR3048041","2015-12-27 19:52:05","2015-12-22 14:48:57",115216493,9447752426,115216493,82,3630,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048041","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362223","simple",9606,"Homo sapiens","GSM1978244","no","GEO","SRA321280","public","BACD3C3CF19F5C4C40D0A4B18010AE68","3000D778F46207AAC9CF4349B424B4C4"
"43","SRS1219097","SRX1497361","GSM1978244: ATAC-seq Alpha2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",6119.92,2,183005889,16226692026,"OTHER","GENOMIC","other","SRR3048042","2015-12-27 19:52:05","2015-12-22 14:43:56",67789396,6778939600,67789396,100,2489,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048042","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362223","simple",9606,"Homo sapiens","GSM1978244","no","GEO","SRA321280","public","51FE761C201A0A8E280068EAFFA5AEF0","272D1D36F4DC37811587AE4BCDB75AE4"
"44","SRS1219098","SRX1497360","GSM1978243: ATAC-seq Alpha1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",5943.94,2,178234415,15791309252,"OTHER","GENOMIC","other","SRR3048039","2015-12-27 19:52:05","2015-12-22 14:55:04",112896236,9257491352,112896236,82,3554,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048039","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362222","simple",9606,"Homo sapiens","GSM1978243","no","GEO","SRA321280","public","867BB00A7CE77D0233EB9017EACB8B27","D3CDE792CCA2118C3F5DEB0C4A5391A0"
"45","SRS1219098","SRX1497360","GSM1978243: ATAC-seq Alpha1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","GEO","SRP067701","Integration of ATAC-seq and RNA-seq Identifies Human Alpha Cell and Beta Cell Signature Genes",5943.94,2,178234415,15791309252,"OTHER","GENOMIC","other","SRR3048040","2015-12-27 19:52:05","2015-12-22 14:34:59",65338179,6533817900,65338179,100,2389,"https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048040","OTHER","other","GENOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP067701","PRJNA306754",2,306754,"SAMN04362222","simple",9606,"Homo sapiens","GSM1978243","no","GEO","SRA321280","public","6B6D5FE61785832CE62179DFF5EEE564","BFC695CB97965FF611738EF2B6D00715"
